neighbourhood_group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room_type,construction_year,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,occupancy_rate,estimated_occupied_nights,estimated_revenue,log_price
Queens,Bayside,40.75666,-73.76314,True,strict,Entire home/apt,2005.0,1021,2,67.0,2019-06-20,0.95,4.0,2.0,322.0,0.1178082191780822,43.0,43903.0,6.928537818164665
Brooklyn,Downtown Brooklyn,40.69594,-73.98375,True,moderate,Entire home/apt,2020.0,597,13,64.0,2019-03-31,0.8,3.0,1.0,116.0,0.6821917808219178,249.0,148653.0,6.391917113392602
Brooklyn,Williamsburg,40.71988,-73.95616,True,strict,Entire home/apt,2017.0,906,90,4.0,2013-09-04,0.05,1.0,1.0,250.0,0.3150684931506849,115.0,104190.0,6.80903930604298
Manhattan,Hell's Kitchen,40.759,-73.9953,True,flexible,Entire home/apt,2010.0,1112,1,0.0,,,2.0,1.0,0.0,1.0,365.0,405880.0,7.013915474810528
Queens,Astoria,40.77016,-73.92316,False,flexible,Private room,2014.0,253,80,3.0,2012-11-10,0.04,5.0,1.0,119.0,0.673972602739726,246.0,62238.0,5.53338948872752
Brooklyn,Bushwick,40.69254,-73.91092,False,strict,Private room,2011.0,707,2,77.0,2019-06-02,0.95,4.0,5.0,167.0,0.5424657534246575,198.0,139986.0,6.561030665896573
Brooklyn,Williamsburg,40.71572,-73.95574,False,flexible,Entire home/apt,2005.0,675,1,41.0,2018-06-29,0.52,2.0,1.0,19.0,0.947945205479452,346.0,233550.0,6.51471269087253
Manhattan,Chelsea,40.75039,-74.00287,True,strict,Entire home/apt,2013.0,1040,7,2.0,2019-03-19,0.5,4.0,1.0,0.0,1.0,365.0,379600.0,6.946975992135418
Brooklyn,Williamsburg,40.71435,-73.95073,True,strict,Entire home/apt,2011.0,562,3,4.0,2015-12-31,0.05,1.0,1.0,0.0,1.0,365.0,205130.0,6.331501849893691
Manhattan,Washington Heights,40.83556,-73.94609,False,flexible,Private room,2017.0,738,30,1.0,2017-07-01,0.04,3.0,1.0,249.0,0.3178082191780822,116.0,85608.0,6.6039438246004725
Manhattan,East Village,40.72439,-73.97767,False,flexible,Private room,2010.0,244,7,1.0,2016-05-01,0.03,3.0,1.0,0.0,1.0,365.0,89060.0,5.497168225293202
Brooklyn,Williamsburg,40.7179,-73.96107,False,strict,Entire home/apt,2008.0,251,2,302.0,2019-06-23,4.18,3.0,1.0,246.0,0.32602739726027397,119.0,29869.0,5.5254529391317835
Manhattan,Flatiron District,40.73997,-73.98789,True,strict,Entire home/apt,2005.0,537,1,1.0,2014-09-22,0.02,3.0,1.0,0.0,1.0,365.0,196005.0,6.285998094508865
Manhattan,Upper West Side,40.77734,-73.9877,False,moderate,Entire home/apt,2003.0,1127,29,3.0,2019-02-11,0.11,1.0,1.0,301.0,0.17534246575342466,64.0,72128.0,7.027314514039777
Brooklyn,Prospect Heights,40.67453,-73.96759,True,moderate,Entire home/apt,2022.0,1035,3,13.0,2016-04-21,0.16,2.0,1.0,0.0,1.0,365.0,377775.0,6.942156705699469
Queens,Ditmars Steinway,40.78027,-73.90821,True,moderate,Entire home/apt,2022.0,712,28,0.0,,,1.0,1.0,88.0,0.7589041095890411,277.0,197224.0,6.568077911411976
Manhattan,Hell's Kitchen,40.76078,-73.99076,False,strict,Entire home/apt,2009.0,608,3,276.0,2019-07-06,3.44,5.0,1.0,146.0,0.6,219.0,133152.0,6.410174881966167
Manhattan,East Harlem,40.80343,-73.93514,False,moderate,Entire home/apt,2008.0,493,3,22.0,2019-07-02,0.31,1.0,1.0,365.0,0.0,0.0,0.0,6.20050917404269
Bronx,Allerton,40.85914,-73.86979,False,strict,Private room,2012.0,958,1,187.0,2019-06-23,2.34,4.0,4.0,241.0,0.33972602739726027,124.0,118792.0,6.86484777797086
Brooklyn,Bedford-Stuyvesant,40.69407,-73.94551,False,moderate,Shared room,2021.0,621,1,0.0,,,4.0,1.0,365.0,0.0,0.0,0.0,6.431331081933479
Brooklyn,Fort Greene,40.69377,-73.97009,True,moderate,Private room,2017.0,243,10,1.0,2018-09-30,0.11,4.0,1.0,0.0,1.0,365.0,88695.0,5.493061443340548
Manhattan,Upper East Side,40.77032,-73.95331,True,strict,Private room,2015.0,995,2,138.0,2019-07-07,2.06,2.0,1.0,196.0,0.46301369863013697,169.0,168155.0,6.902742737158593
Queens,Flushing,40.75612,-73.82517,True,flexible,Private room,2006.0,399,2,31.0,2018-06-28,0.53,4.0,2.0,282.0,0.2273972602739726,83.0,33117.0,5.988961416889864
Manhattan,West Village,40.73461,-74.00594,True,strict,Shared room,2018.0,785,2,13.0,2015-10-19,0.17,2.0,1.0,0.0,1.0,365.0,286525.0,6.665683717782408
Manhattan,East Village,40.72578,-73.98448,True,moderate,Private room,2018.0,52,4,12.0,2019-06-23,0.16,1.0,1.0,365.0,0.0,0.0,0.0,3.9512437185814275
Manhattan,Harlem,40.81381,-73.94314,False,strict,Entire home/apt,2007.0,860,4,97.0,2019-06-28,1.25,1.0,2.0,48.0,0.8684931506849315,317.0,272620.0,6.756932389247553
Queens,Long Island City,40.74527,-73.94629,True,moderate,Private room,2014.0,465,1,153.0,2019-01-18,1.89,3.0,2.0,132.0,0.6383561643835617,233.0,108345.0,6.142037405587356
Brooklyn,Williamsburg,40.71813,-73.9606,True,flexible,Entire home/apt,2004.0,742,5,72.0,2019-06-30,0.91,5.0,1.0,325.0,0.1095890410958904,40.0,29680.0,6.60934924316738
Brooklyn,Williamsburg,40.71606,-73.95527,False,flexible,Entire home/apt,2008.0,1123,2,72.0,2019-06-23,0.95,5.0,1.0,52.0,0.8575342465753425,313.0,351499.0,7.023758954738443
Brooklyn,Flatbush,40.64047,-73.96388,False,flexible,Entire home/apt,2005.0,279,5,52.0,2019-05-28,0.65,4.0,1.0,311.0,0.14794520547945206,54.0,15066.0,5.631211781821365
Brooklyn,Bedford-Stuyvesant,40.6953,-73.95832,False,moderate,Private room,2013.0,215,1,28.0,2019-06-01,0.36,5.0,1.0,365.0,0.0,0.0,0.0,5.3706380281276624
Manhattan,Upper West Side,40.79767,-73.96114,False,moderate,Private room,2009.0,252,3,2.0,2018-08-03,0.02,1.0,3.0,0.0,1.0,365.0,91980.0,5.529429087511423
Manhattan,West Village,40.73652,-74.00876,False,flexible,Entire home/apt,2003.0,275,30,18.0,2019-06-22,0.29,5.0,1.0,182.0,0.5013698630136987,183.0,50325.0,5.616771097666572
Manhattan,Upper West Side,40.7982,-73.97173,True,strict,Entire home/apt,2010.0,795,2,8.0,2019-06-02,0.53,3.0,1.0,337.0,0.07671232876712329,28.0,22260.0,6.678342114654332
Manhattan,Civic Center,40.71247,-73.99873,False,flexible,Entire home/apt,2018.0,797,3,3.0,2017-01-02,0.07,2.0,2.0,189.0,0.4821917808219178,176.0,140272.0,6.680854678790215
Brooklyn,Fort Greene,40.68798,-73.97442,False,flexible,Entire home/apt,2010.0,410,7,4.0,2018-11-03,0.05,4.0,1.0,36.0,0.9013698630136986,329.0,134890.0,6.016157159698354
Bronx,Port Morris,40.80461,-73.92276,True,flexible,Private room,2018.0,516,3,86.0,2017-12-12,1.13,5.0,2.0,1.0,0.9972602739726028,364.0,187824.0,6.246106765481563
Brooklyn,Bedford-Stuyvesant,40.68191,-73.95475,True,strict,Entire home/apt,2021.0,320,5,7.0,2016-04-23,0.09,1.0,1.0,0.0,1.0,365.0,116800.0,5.768320995793772
Manhattan,West Village,40.73364,-74.00539,True,moderate,Entire home/apt,2016.0,147,2,68.0,2019-07-01,0.92,1.0,1.0,63.0,0.8273972602739726,302.0,44394.0,4.990432586778736
Manhattan,West Village,40.73164,-74.00327,True,strict,Entire home/apt,2013.0,709,2,185.0,2019-06-24,2.3,2.0,5.0,0.0,1.0,365.0,258785.0,6.5638555265321274
Manhattan,Lower East Side,40.71502,-73.98192,True,strict,Private room,2012.0,566,7,48.0,2019-06-21,0.61,3.0,1.0,235.0,0.3561643835616438,130.0,73580.0,6.338594078203183
Queens,Long Island City,40.74997,-73.9397,True,strict,Private room,2004.0,719,1,148.0,2019-06-01,1.9,5.0,2.0,303.0,0.16986301369863013,62.0,44578.0,6.577861357721047
Brooklyn,Williamsburg,40.71188,-73.9608,False,moderate,Entire home/apt,2011.0,1185,2,8.0,2014-04-28,0.1,2.0,1.0,0.0,1.0,365.0,432525.0,7.077498053569231
Brooklyn,Bedford-Stuyvesant,40.68176,-73.914,False,moderate,Entire home/apt,2014.0,290,2,67.0,2019-07-06,0.88,3.0,3.0,329.0,0.09863013698630137,36.0,10440.0,5.66988092298052
Manhattan,West Village,40.73186,-74.00329,False,moderate,Private room,2008.0,192,1,148.0,2019-06-21,1.83,4.0,1.0,295.0,0.1917808219178082,70.0,13440.0,5.2574953720277815
Brooklyn,Williamsburg,40.70719,-73.95228,False,moderate,Private room,2015.0,982,20,1.0,2014-06-10,0.02,1.0,6.0,214.0,0.4136986301369863,151.0,148282.0,6.889591308354466
Manhattan,Lower East Side,40.71818,-73.98206,True,moderate,Entire home/apt,2012.0,429,25,1.0,2013-10-17,0.01,4.0,1.0,350.0,0.0410958904109589,15.0,6435.0,6.061456918928017
Manhattan,Washington Heights,40.84448,-73.93978,False,moderate,Private room,2006.0,139,2,211.0,2019-07-02,2.63,1.0,2.0,339.0,0.07123287671232877,26.0,3614.0,4.9344739331306915
Manhattan,East Village,40.72762,-73.98218,False,flexible,Entire home/apt,2016.0,926,5,18.0,2016-11-13,0.24,1.0,1.0,0.0,1.0,365.0,337990.0,6.8308742346461795
Brooklyn,Prospect-Lefferts Gardens,40.65545,-73.95781,True,moderate,Private room,2009.0,464,1,168.0,2019-06-01,2.3,3.0,5.0,359.0,0.01643835616438356,6.0,2784.0,6.139884552226255
Manhattan,Harlem,40.82294,-73.94999,True,moderate,Entire home/apt,2018.0,904,1,50.0,2019-06-14,0.72,3.0,1.0,265.0,0.273972602739726,100.0,90400.0,6.806829360392176
Manhattan,Harlem,40.81915,-73.93964,False,strict,Entire home/apt,2009.0,860,7,11.0,2015-09-07,0.18,5.0,1.0,0.0,1.0,365.0,313900.0,6.756932389247553
Brooklyn,Williamsburg,40.71222,-73.95827,False,flexible,Entire home/apt,2020.0,135,3,121.0,2019-07-02,1.51,3.0,1.0,45.0,0.8767123287671232,320.0,43200.0,4.90527477843843
Manhattan,West Village,40.73403,-74.00298,True,moderate,Entire home/apt,2020.0,452,1,108.0,2019-07-02,1.35,3.0,1.0,305.0,0.1643835616438356,60.0,27120.0,6.113682179832232
Brooklyn,Prospect Heights,40.67708,-73.96649,False,flexible,Entire home/apt,2019.0,432,4,10.0,2019-03-16,0.13,4.0,1.0,95.0,0.7397260273972602,270.0,116640.0,6.068425588244111
Manhattan,Nolita,40.72232,-73.99343,True,moderate,Private room,2017.0,782,7,46.0,2017-11-18,0.57,2.0,1.0,0.0,1.0,365.0,285430.0,6.661854740545311
Manhattan,West Village,40.73761,-74.00043,True,moderate,Entire home/apt,2006.0,143,2,34.0,2018-08-31,0.43,1.0,1.0,159.0,0.5643835616438356,206.0,29458.0,4.962844630259907
Manhattan,Harlem,40.79863,-73.95292,False,strict,Private room,2010.0,1152,2,25.0,2018-01-04,0.48,4.0,1.0,0.0,1.0,365.0,420480.0,7.049254841255837
Manhattan,Upper West Side,40.77775,-73.98732,True,flexible,Entire home/apt,2018.0,315,10,11.0,2017-06-24,0.14,3.0,1.0,0.0,1.0,365.0,114975.0,5.752572638825633
Manhattan,Washington Heights,40.85082,-73.9378,True,strict,Private room,2018.0,1145,3,0.0,,,3.0,1.0,0.0,1.0,365.0,417925.0,7.0431599159883405
Manhattan,East Village,40.72877,-73.98794,False,moderate,Entire home/apt,2011.0,208,9,2.0,2019-04-26,0.2,4.0,2.0,126.0,0.6547945205479452,239.0,49712.0,5.337538079701318
Bronx,Fieldston,40.88757,-73.90522,True,strict,Entire home/apt,2003.0,289,1,25.0,2019-07-05,0.67,3.0,1.0,311.0,0.14794520547945206,54.0,15606.0,5.666426688112432
Manhattan,Upper East Side,40.76553,-73.96262,False,moderate,Entire home/apt,2008.0,1116,2,4.0,2015-06-09,0.06,2.0,1.0,0.0,1.0,365.0,407340.0,7.017506142941256
Manhattan,Lower East Side,40.71703,-73.98612,False,strict,Entire home/apt,2019.0,541,2,260.0,2019-06-27,3.58,2.0,1.0,141.0,0.6136986301369863,224.0,121184.0,6.293419278846481
Brooklyn,Williamsburg,40.72034,-73.95669,False,flexible,Entire home/apt,2011.0,943,1,0.0,,,3.0,1.0,0.0,1.0,365.0,344195.0,6.849066282633458
Manhattan,Harlem,40.82169,-73.93882,True,flexible,Private room,2009.0,609,1,52.0,2017-08-14,0.66,2.0,1.0,0.0,1.0,365.0,222285.0,6.411818267709897
Manhattan,Upper West Side,40.77445,-73.98496,True,strict,Entire home/apt,2005.0,187,30,48.0,2019-01-03,0.6,5.0,1.0,36.0,0.9013698630136986,329.0,61523.0,5.231108616854587
Brooklyn,Bedford-Stuyvesant,40.68356,-73.94042,False,moderate,Private room,2012.0,399,14,12.0,2016-09-01,0.22,4.0,2.0,0.0,1.0,365.0,145635.0,5.988961416889864
Manhattan,Greenwich Village,40.73545,-73.9931,False,flexible,Entire home/apt,2009.0,158,6,23.0,2017-01-02,0.29,5.0,1.0,0.0,1.0,365.0,57670.0,5.062595033026967
Brooklyn,Windsor Terrace,40.65954,-73.97805,False,moderate,Entire home/apt,2007.0,52,265,20.0,2018-07-27,0.32,5.0,2.0,90.0,0.7534246575342466,275.0,14300.0,3.9512437185814275
Brooklyn,Windsor Terrace,40.65875,-73.9766,True,strict,Entire home/apt,2015.0,570,300,13.0,2018-04-07,0.23,3.0,2.0,0.0,1.0,365.0,208050.0,6.345636360828596
Manhattan,Upper West Side,40.80118,-73.96783,True,moderate,Entire home/apt,2006.0,645,6,13.0,2015-06-15,0.16,5.0,2.0,0.0,1.0,365.0,235425.0,6.4692503167957724
Manhattan,Inwood,40.8678,-73.92619,False,strict,Private room,2015.0,1110,2,93.0,2018-08-03,1.16,3.0,1.0,0.0,1.0,365.0,405150.0,7.01211529430638
Manhattan,Chelsea,40.75351,-73.99762,False,flexible,Entire home/apt,2021.0,898,7,3.0,2015-09-26,0.06,1.0,1.0,250.0,0.3150684931506849,115.0,103270.0,6.8001700683022
Brooklyn,Prospect-Lefferts Gardens,40.65586,-73.95953,False,flexible,Private room,2016.0,408,3,62.0,2019-06-22,0.8,1.0,1.0,247.0,0.3232876712328767,118.0,48144.0,6.0112671744041615
Manhattan,East Village,40.72381,-73.97896,False,flexible,Private room,2009.0,240,26,58.0,2019-06-07,0.73,2.0,3.0,129.0,0.6465753424657534,236.0,56640.0,5.480638923341991
Queens,Ditmars Steinway,40.77452,-73.90889,False,strict,Private room,2005.0,150,1,0.0,,,1.0,1.0,0.0,1.0,365.0,54750.0,5.0106352940962555
Manhattan,Upper East Side,40.7666,-73.95903,True,strict,Entire home/apt,2012.0,580,14,7.0,2019-01-06,0.16,2.0,1.0,84.0,0.7698630136986301,281.0,162980.0,6.363028103540465
Brooklyn,Bushwick,40.70308,-73.92765,False,moderate,Entire home/apt,2007.0,688,4,12.0,2018-09-21,0.18,5.0,1.0,0.0,1.0,365.0,251120.0,6.5337888379333435
Manhattan,Upper East Side,40.77043,-73.9515,False,strict,Entire home/apt,2014.0,686,25,1.0,2017-09-30,0.05,3.0,2.0,207.0,0.4328767123287671,158.0,108388.0,6.530877627725885
Brooklyn,South Slope,40.66882,-73.98841,True,strict,Private room,2019.0,978,5,5.0,2016-09-28,0.14,5.0,1.0,0.0,1.0,365.0,356970.0,6.885509670034818
Brooklyn,Crown Heights,40.67759,-73.95432,False,flexible,Entire home/apt,2020.0,1023,4,13.0,2019-01-02,0.3,3.0,2.0,15.0,0.958904109589041,350.0,358050.0,6.930494765951626
Brooklyn,Williamsburg,40.70773,-73.9566,False,strict,Private room,2014.0,1167,2,32.0,2017-08-19,0.4,3.0,1.0,0.0,1.0,365.0,425955.0,7.062191632286556
Manhattan,Gramercy,40.73493,-73.98655,True,moderate,Entire home/apt,2007.0,407,3,26.0,2019-06-28,0.32,1.0,2.0,19.0,0.947945205479452,346.0,140822.0,6.008813185442595
Brooklyn,Bedford-Stuyvesant,40.68561,-73.92029,True,moderate,Private room,2017.0,1083,1,0.0,,,5.0,4.0,0.0,1.0,365.0,395295.0,6.9874902470009905
Manhattan,Upper East Side,40.77483,-73.94674,False,flexible,Entire home/apt,2019.0,1074,3,1.0,2017-01-03,0.03,4.0,1.0,0.0,1.0,365.0,392010.0,6.97914527506881
Manhattan,Harlem,40.82536,-73.94923,False,strict,Entire home/apt,2019.0,1178,3,186.0,2019-06-17,2.32,5.0,1.0,237.0,0.3506849315068493,128.0,150784.0,7.071573364211532
Brooklyn,Fort Greene,40.69075,-73.97192,False,moderate,Entire home/apt,2006.0,679,5,154.0,2019-05-13,1.93,5.0,1.0,301.0,0.17534246575342466,64.0,43456.0,6.520621127558696
Manhattan,Kips Bay,40.7449,-73.97656,False,strict,Entire home/apt,2022.0,153,30,5.0,2019-03-11,0.09,4.0,52.0,311.0,0.14794520547945206,54.0,8262.0,5.030437921392435
Manhattan,Washington Heights,40.85262,-73.93821,False,strict,Entire home/apt,2022.0,143,2,41.0,2017-12-30,0.6,4.0,2.0,0.0,1.0,365.0,52195.0,4.962844630259907
Brooklyn,Prospect Heights,40.67338,-73.96415,True,moderate,Entire home/apt,2011.0,74,17,3.0,2016-09-26,0.07,5.0,1.0,0.0,1.0,365.0,27010.0,4.30406509320417
Brooklyn,Williamsburg,40.70538,-73.92946,True,strict,Entire home/apt,2010.0,645,1,3.0,2016-06-27,0.04,5.0,1.0,0.0,1.0,365.0,235425.0,6.4692503167957724
Brooklyn,Fort Greene,40.68537,-73.97713,True,moderate,Private room,2014.0,564,8,32.0,2019-06-29,0.4,1.0,5.0,284.0,0.2219178082191781,81.0,45684.0,6.335054251498059
Brooklyn,Williamsburg,40.7176,-73.95234,False,strict,Entire home/apt,2022.0,760,10,6.0,2018-04-30,0.09,4.0,1.0,174.0,0.5232876712328767,191.0,145160.0,6.633318433280377
Manhattan,Lower East Side,40.71956,-73.98574,False,strict,Entire home/apt,2021.0,113,5,39.0,2019-01-04,0.55,5.0,1.0,0.0,1.0,365.0,41245.0,4.727387818712341
Brooklyn,Park Slope,40.68015,-73.978,False,strict,Private room,2011.0,1054,2,25.0,2019-05-26,0.36,2.0,6.0,89.0,0.7561643835616438,276.0,290904.0,6.960347729101308
Manhattan,Harlem,40.82974,-73.94193,True,flexible,Private room,2006.0,79,1,190.0,2019-06-30,3.7,3.0,2.0,178.0,0.5123287671232877,187.0,14773.0,4.3694478524670215
Manhattan,Upper West Side,40.78592,-73.97775,False,strict,Entire home/apt,2022.0,1180,4,16.0,2018-11-10,0.2,1.0,1.0,0.0,1.0,365.0,430700.0,7.07326971745971
Brooklyn,Crown Heights,40.67504,-73.95273,False,flexible,Entire home/apt,2019.0,264,4,6.0,2019-01-02,0.08,3.0,1.0,250.0,0.3150684931506849,115.0,30360.0,5.575949103146316
Manhattan,NoHo,40.72591,-73.99452,False,moderate,Entire home/apt,2018.0,261,30,47.0,2019-05-31,0.67,1.0,1.0,277.0,0.2410958904109589,88.0,22968.0,5.564520407322694
Brooklyn,Williamsburg,40.70747,-73.93879,False,flexible,Entire home/apt,2018.0,312,7,2.0,2016-01-07,0.03,3.0,1.0,0.0,1.0,365.0,113880.0,5.7430031878094825
Manhattan,Chinatown,40.71786,-73.99518,True,strict,Private room,2010.0,1180,3,61.0,2019-06-30,0.77,5.0,1.0,134.0,0.6328767123287671,231.0,272580.0,7.07326971745971
Brooklyn,Clinton Hill,40.68631,-73.96802,True,moderate,Entire home/apt,2016.0,721,5,5.0,2015-11-14,0.06,1.0,1.0,0.0,1.0,365.0,263165.0,6.580639137284949
Manhattan,Washington Heights,40.83329,-73.93834,False,moderate,Private room,2018.0,296,1,33.0,2019-06-18,0.77,3.0,1.0,211.0,0.42191780821917807,154.0,45584.0,5.69035945432406
Brooklyn,Carroll Gardens,40.68216,-73.99504,True,strict,Entire home/apt,2022.0,1100,5,2.0,2015-06-26,0.04,5.0,1.0,0.0,1.0,365.0,401500.0,7.003065458786462
Brooklyn,Boerum Hill,40.68418,-73.98039,False,strict,Entire home/apt,2021.0,486,4,13.0,2019-01-04,0.22,4.0,1.0,0.0,1.0,365.0,177390.0,6.186208623900494
Brooklyn,Greenpoint,40.73159,-73.95048,False,moderate,Private room,2013.0,148,2,36.0,2019-06-14,0.45,5.0,1.0,278.0,0.23835616438356164,87.0,12876.0,4.997212273764115
Queens,Long Island City,40.76108,-73.9274,True,strict,Entire home/apt,2019.0,1168,14,0.0,,,4.0,1.0,0.0,1.0,365.0,426320.0,7.0630481633881725
Queens,Elmhurst,40.73698,-73.87763,False,moderate,Private room,2014.0,290,3,89.0,2019-06-28,1.12,5.0,3.0,213.0,0.41643835616438357,152.0,44080.0,5.66988092298052
Queens,Elmhurst,40.73842,-73.87609,False,flexible,Private room,2007.0,549,3,125.0,2019-06-23,1.57,3.0,3.0,208.0,0.4301369863013699,157.0,86193.0,6.3080984415095305
Brooklyn,Williamsburg,40.70876,-73.94971,False,strict,Private room,2021.0,140,5,5.0,2019-01-02,0.21,5.0,2.0,198.0,0.4575342465753425,167.0,23380.0,4.941642422609304
Brooklyn,Williamsburg,40.71986,-73.95925,False,strict,Entire home/apt,2021.0,814,4,1.0,2013-06-30,0.01,2.0,1.0,0.0,1.0,365.0,297110.0,6.70196036600254
Manhattan,East Village,40.72721,-73.98411,False,flexible,Entire home/apt,2011.0,750,7,3.0,2015-11-13,0.04,3.0,1.0,0.0,1.0,365.0,273750.0,6.620073206530356
Manhattan,Harlem,40.83378,-73.94966,True,moderate,Private room,2018.0,200,1,1.0,2013-11-01,0.01,1.0,1.0,365.0,0.0,0.0,0.0,5.298317366548036
Queens,Kew Gardens,40.70947,-73.82922,True,strict,Private room,2011.0,798,3,12.0,2019-06-08,0.31,3.0,1.0,351.0,0.038356164383561646,14.0,11172.0,6.682108597449809
Manhattan,Hell's Kitchen,40.76704,-73.98345,False,strict,Entire home/apt,2017.0,170,45,16.0,2017-11-20,0.21,3.0,8.0,0.0,1.0,365.0,62050.0,5.135798437050262
Brooklyn,Williamsburg,40.7119,-73.96031,True,strict,Entire home/apt,2021.0,664,30,19.0,2019-04-26,0.26,1.0,1.0,59.0,0.8383561643835616,306.0,203184.0,6.498282149476434
Manhattan,East Harlem,40.78728,-73.94579,True,moderate,Private room,2007.0,645,4,150.0,2019-06-23,1.88,4.0,1.0,192.0,0.473972602739726,173.0,111585.0,6.4692503167957724
Brooklyn,Williamsburg,40.70281,-73.94328,True,strict,Private room,2014.0,1030,10,15.0,2017-06-01,0.3,2.0,1.0,0.0,1.0,365.0,375950.0,6.937314081223682
Brooklyn,Clinton Hill,40.69319,-73.96351,False,strict,Entire home/apt,2007.0,881,5,2.0,2017-01-01,0.03,1.0,1.0,0.0,1.0,365.0,321565.0,6.78105762593618
Manhattan,Chelsea,40.74117,-73.99517,False,moderate,Entire home/apt,2014.0,1173,3,3.0,2016-11-13,0.07,2.0,1.0,0.0,1.0,365.0,428145.0,7.067319848653476
Manhattan,Harlem,40.80586,-73.94642,False,strict,Entire home/apt,2014.0,1135,7,8.0,2016-08-15,0.1,2.0,1.0,234.0,0.3589041095890411,131.0,148685.0,7.034387929915503
Brooklyn,Boerum Hill,40.68515,-73.99055,False,moderate,Entire home/apt,2006.0,551,5,42.0,2017-01-02,0.53,4.0,1.0,0.0,1.0,365.0,201115.0,6.311734809152915
Manhattan,West Village,40.73713,-74.00232,False,flexible,Entire home/apt,2021.0,1148,7,7.0,2018-07-24,0.1,2.0,1.0,0.0,1.0,365.0,419020.0,7.045776576879511
Brooklyn,Bedford-Stuyvesant,40.68194,-73.92757,True,strict,Private room,2010.0,956,4,1.0,2015-01-02,0.02,4.0,1.0,359.0,0.01643835616438356,6.0,5736.0,6.862757913051401
Brooklyn,Bedford-Stuyvesant,40.68509,-73.93854,True,moderate,Entire home/apt,2022.0,950,3,1.0,2013-01-01,0.01,5.0,2.0,300.0,0.1780821917808219,65.0,61750.0,6.856461984594587
Brooklyn,Kensington,40.63547,-73.97417,True,flexible,Private room,2008.0,793,1,61.0,2019-06-23,0.95,5.0,1.0,100.0,0.726027397260274,265.0,210145.0,6.675823221634848
Brooklyn,Park Slope,40.67138,-73.97772,True,flexible,Entire home/apt,2004.0,550,3,76.0,2019-06-13,0.95,3.0,1.0,48.0,0.8684931506849315,317.0,174350.0,6.309918278226516
Manhattan,Chelsea,40.74082,-73.99581,True,moderate,Entire home/apt,2020.0,823,2,52.0,2018-04-07,0.65,4.0,1.0,30.0,0.9178082191780822,335.0,275705.0,6.71295620067707
Brooklyn,Fort Greene,40.68871,-73.97181,False,strict,Private room,2012.0,505,8,37.0,2019-07-02,0.5,2.0,5.0,280.0,0.2328767123287671,85.0,42925.0,6.22455842927536
Brooklyn,Park Slope,40.67228,-73.97248,True,moderate,Entire home/apt,2020.0,563,30,36.0,2019-05-28,0.58,4.0,1.0,358.0,0.019178082191780823,7.0,3941.0,6.333279628139691
Manhattan,Lower East Side,40.71988,-73.98639,True,strict,Entire home/apt,2010.0,307,4,92.0,2019-06-24,1.47,3.0,1.0,67.0,0.8164383561643835,298.0,91486.0,5.726847747587197
Manhattan,Upper East Side,40.77171,-73.95042,False,flexible,Private room,2008.0,281,10,64.0,2019-05-04,0.93,1.0,1.0,311.0,0.14794520547945206,54.0,15174.0,5.638354669333745
Manhattan,East Village,40.72699,-73.97894,False,flexible,Entire home/apt,2012.0,1068,5,23.0,2019-05-24,0.38,2.0,1.0,0.0,1.0,365.0,389820.0,6.97354301952014
Brooklyn,Bushwick,40.6916,-73.92294,True,moderate,Private room,2015.0,71,2,2.0,2019-05-12,0.03,1.0,1.0,0.0,1.0,365.0,25915.0,4.2626798770413155
Manhattan,West Village,40.73227,-74.00949,False,strict,Entire home/apt,2009.0,234,7,38.0,2018-01-02,0.54,5.0,1.0,302.0,0.1726027397260274,63.0,14742.0,5.455321115357702
Manhattan,Harlem,40.80139,-73.95433,True,flexible,Entire home/apt,2010.0,783,3,205.0,2019-06-11,3.19,3.0,2.0,184.0,0.4958904109589041,181.0,141723.0,6.663132695990803
Queens,Sunnyside,40.74263,-73.92476,True,strict,Entire home/apt,2012.0,113,2,108.0,2019-06-23,1.35,3.0,1.0,0.0,1.0,365.0,41245.0,4.727387818712341
Brooklyn,Bushwick,40.69764,-73.93084,False,moderate,Entire home/apt,2008.0,389,7,4.0,2017-04-01,0.09,4.0,1.0,0.0,1.0,365.0,141985.0,5.963579343618446
Manhattan,Washington Heights,40.85604,-73.93469,False,strict,Entire home/apt,2017.0,1064,30,13.0,2018-11-28,0.18,1.0,1.0,219.0,0.4,146.0,155344.0,6.96979066990159
Brooklyn,Crown Heights,40.67309,-73.94799,False,strict,Private room,2014.0,117,1,73.0,2019-06-23,0.92,5.0,3.0,284.0,0.2219178082191781,81.0,9477.0,4.762173934797756
Manhattan,Greenwich Village,40.72825,-74.00225,False,flexible,Entire home/apt,2021.0,683,2,70.0,2019-05-31,0.92,5.0,1.0,339.0,0.07123287671232877,26.0,17758.0,6.52649485957079
Manhattan,Harlem,40.82513,-73.94617,False,moderate,Private room,2021.0,364,7,0.0,,,1.0,1.0,0.0,1.0,365.0,132860.0,5.8971538676367405
Manhattan,Kips Bay,40.7445,-73.97583,True,flexible,Entire home/apt,2016.0,385,5,29.0,2019-06-01,0.37,5.0,1.0,188.0,0.4849315068493151,177.0,68145.0,5.953243334287785
